Date,Price
8/5/2017,"1,412.87"
5/5/2017,"1,411.13"
4/5/2017,"1,428.76"
3/5/2017,"1,436.89"
2/5/2017,"1,445.43"
1/5/2017,"1,426.89"
28/04/2017,"1,415.60"
27/04/2017,"1,424.75"
26/04/2017,"1,428.57"
24/04/2017,"1,420.01"
21/04/2017,"1,436.12"
20/04/2017,"1,436.30"
19/04/2017,"1,422.58"
18/04/2017,"1,447.02"
13/04/2017,"1,452.32"
12/4/2017,"1,439.95"
11/4/2017,"1,418.18"
10/4/2017,"1,417.69"
7/4/2017,"1,410.91"
6/4/2017,"1,408.23"
5/4/2017,"1,400.15"
4/4/2017,"1,395.22"
3/4/2017,"1,393.33"
31/03/2017,"1,379.59"
30/03/2017,"1,400.46"
29/03/2017,"1,390.11"
28/03/2017,"1,382.83"
27/03/2017,"1,370.52"
24/03/2017,"1,361.78"
23/03/2017,"1,347.70"
22/03/2017,"1,343.02"
21/03/2017,"1,337.16"
20/03/2017,"1,347.66"
17/03/2017,"1,363.26"
16/03/2017,"1,351.63"
15/03/2017,"1,334.42"
14/03/2017,"1,319.73"
13/03/2017,"1,326.68"
10/3/2017,"1,342.35"
9/3/2017,"1,357.39"
8/3/2017,"1,366.06"
7/3/2017,"1,373.09"
6/3/2017,"1,374.55"
3/3/2017,"1,373.02"
2/3/2017,"1,374.81"
1/3/2017,"1,369.38"
28/02/2017,"1,371.61"
27/02/2017,"1,371.99"
24/02/2017,"1,367.26"
23/02/2017,"1,372.52"
22/02/2017,"1,371.82"
21/02/2017,"1,371.60"
20/02/2017,"1,379.71"
17/02/2017,"1,375.17"
16/02/2017,"1,365.36"
15/02/2017,"1,368.93"
14/02/2017,"1,370.19"
13/02/2017,"1,358.19"
10/2/2017,"1,369.30"
9/2/2017,"1,375.82"
8/2/2017,"1,349.51"
7/2/2017,"1,339.42"
6/2/2017,"1,332.29"
3/2/2017,"1,333.67"
2/2/2017,"1,322.52"
1/2/2017,"1,333.19"
31/01/2017,"1,327.27"
30/01/2017,"1,327.91"
27/01/2017,"1,342.68"
25/01/2017,"1,325.33"
24/01/2017,"1,340.52"
23/01/2017,"1,326.18"
20/01/2017,"1,323.31"
19/01/2017,"1,331.07"
18/01/2017,"1,347.59"
17/01/2017,"1,340.43"
16/01/2017,"1,357.95"
